Afbeeldingen;Categorieën;Naam;Prijs;Beschrijving
https://www.coureurlocal.be/wp-content/uploads/2021/12/contend-ar2-300x300.png;Racefiets;Giant Contend AR 2;1 349,00;De Giant Contend AR is een veelzijdige allrounder. Met zijn uitgebalanceerde, soepele frame en componenten, krachtige schijfremmen en tubeless banden gaat de Contend AR met vertrouwen en controle van een snel wegdek naar hobbelige weggetjes.
https://www.coureurlocal.be/wp-content/uploads/2021/12/roam-disc-0-300x300.png;Gravel, Cross, Adventure;Giant Roam Disc 0;1 299,00;De Giant Roam Disc is de perfecte keuze voor elk soort terrein. Gladde wegen, ruwe wegen, zandpaden of trails: de Roam Disc houdt je op een comfortabele in beweging.
https://www.coureurlocal.be/wp-content/uploads/2021/12/fastroad-sl-1-300x300.png;Gravel, Cross, Adventure;Giant Fastroad SL 1;1 299,00;Deze Giant Fastroad SL, een lichtgewicht fitnessfiets, combineert de wendbaarheid van een racefiets met het vertrouwen van een fiets met een plat stuur.
https://www.coureurlocal.be/wp-content/uploads/2020/12/tacx-neo-2T-Smart-300x300.png;Accessoires;Tacx Neo 2T Smart Fietstrainer;1 299,00;"De iconische, progressieve en populaire Tacx NEO 2 Smart is geoptimaliseerd tot een nog stillere en krachtigere Smart direct drive trainer. De motor is opnieuw ontworpen om een betere indoor fietservaring en rijgevoel te bieden, vooral tijdens beklimmingen en sprints.
Tijdelijk met gratis Motion Plates (t.w.v. €300), Tacx trainer mat (t.w.v. 70) en 6 maanden subscription. Zolang voorraad strekt."
https://www.coureurlocal.be/wp-content/uploads/2022/03/allure-cs1-300x300.png;Stads-, Toerfietsen;Liv Allure CS 1;1 299,00;De Liv Allure CS heeft een lichte aluminium frame, hydraulische schijfremmen, beltdrive en MIK-achterdrager.
https://www.coureurlocal.be/wp-content/uploads/2020/11/anytour-CS1-300x300.png;Stads-, Toerfietsen;Giant Anytour CS 1;1 299,00;De Giant Anytour CS heeft een uiterst licht aluminium frame (Aluxx), een naafversnelling en hydraulische schijfremmen. Groot pluspunt van de Anytour CS is de beltdrive: deze doet stil zijn werk en is duurzaam en onderhoudsarm.
https://www.coureurlocal.be/wp-content/uploads/2022/03/allure-cs2-300x300.png;Stads-, Toerfietsen;Liv Allure CS 2;1 199,00;De Liv Allure CS heeft een lichte aluminium frame, hydraulische schijfremmen, beltdrive en MIK-achterdrager.
https://www.coureurlocal.be/wp-content/uploads/2021/12/avail-ar-3-300x300.png;Racefiets;Liv Avail AR 3;1 199,00;De Liv Avail AR is soepel op vlak van terrein, kwiek op beklimmingen en zelfverzekerd in afdalingen.
https://www.coureurlocal.be/wp-content/uploads/2021/12/contend-ar3-300x300.png;Racefiets;Giant Contend AR 3;1 199,00;De Giant Contend AR is een veelzijdige allrounder. Met zijn uitgebalanceerde, soepele frame en componenten, krachtige schijfremmen en tubeless banden gaat de Contend AR met vertrouwen en controle van een snel wegdek naar hobbelige weggetjes.
https://www.coureurlocal.be/wp-content/uploads/2022/03/thrive1-300x300.png;Sportief;Liv Thrive 1;1 199,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/allure-RS1-300x300.png;Stads-, Toerfietsen;Liv Allure RS 1;1 199,00;De Liv Allure RS heeft reen uiterst licht aluminium frame, een derailleurversnelling, hydraulische schijfremmen en een MIK-achterdrager.
https://www.coureurlocal.be/wp-content/uploads/2020/11/anytour-CS2-300x300.png;Stads-, Toerfietsen;Giant Anytour CS 2;1 199,00;De Giant Anytour CS heeft een uiterst licht aluminium frame (Aluxx), een naafversnelling en hydraulische schijfremmen. Groot pluspunt van de Anytour CS is de beltdrive: deze doet stil zijn werk en is duurzaam en onderhoudsarm.
https://www.coureurlocal.be/wp-content/uploads/2022/03/anytour-RS1-300x300.png;Citybike;Giant Anytour RS 1;1 199,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/flame-292-300x300.png;Mountainbike;Deed Flame 292 29″;1 199,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/12/cadex-42-disc-tubeless-300x300.png;Accessoires;Cadex 42 Disc Tubeless;1 100,00;Het CADEX 42 Disc WheelSystem is voor wielrenners die maximale veelzijdigheid willen en de remkracht van schijfremmen voor gebruik in heuvelachtig terrein en variabele omstandigheden. Dankzij het hookless velgontwerp voor optimale aerodynamica en duurzaamheid plus wrijvingsarme naven voor maximale kracht-efficiëntie én de extra controle van de schijfremmen, biedt het CADEX 42 Disc WheelSystem ongeëvenaarde prestaties bij een ultralaag gewicht.
https://www.coureurlocal.be/wp-content/uploads/2022/03/allure-cs3-300x300.png;Stads-, Toerfietsen;Liv Allure CS 3;1 099,00;De Liv Allure CS heeft een lichte aluminium frame, hydraulische schijfremmen, beltdrive en MIK-achterdrager.
https://www.coureurlocal.be/wp-content/uploads/2021/12/avail-ar-4-300x300.png;Racefiets;Liv Avail AR 4;1 099,00;De Liv Avail AR is soepel op vlak van terrein, kwiek op beklimmingen en zelfverzekerd in afdalingen.
https://www.coureurlocal.be/wp-content/uploads/2021/12/contend-ar4-300x300.png;Racefiets;Giant Contend AR 4;1 099,00;De Giant Contend AR is een veelzijdige allrounder. Met zijn uitgebalanceerde, soepele frame en componenten, krachtige schijfremmen en tubeless banden gaat de Contend AR met vertrouwen en controle van een snel wegdek naar hobbelige weggetjes.
https://www.coureurlocal.be/wp-content/uploads/2020/11/anytour-CS3-300x300.png;Stads-, Toerfietsen;Giant Anytour CS 3;1 099,00;De Giant Anytour CS heeft een uiterst licht aluminium frame (Aluxx), een naafversnelling en hydraulische schijfremmen. Groot pluspunt van de Anytour CS is de beltdrive: deze doet stil zijn werk en is duurzaam en onderhoudsarm.
https://www.coureurlocal.be/wp-content/uploads/2021/12/tempt0-300x300.png;Mountainbike;Liv Tempt 0;1 099,00;Maak met de Liv Tempt je eerste uitstapje in de modder of promoveer naar meer uitdagende singeltracks.
https://www.coureurlocal.be/wp-content/uploads/2020/08/roam-1-2021-300x300.png;Gravel, Cross, Adventure;Giant Roam Disc 1;1 099,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/12/rove-1-300x300.png;Stads-, Toerfietsen;Liv Rove 1;1 099,00;De Liv Rove is de ideale keuze voor zowel verharde als onverharde wegen. Deze veelzijdige fiets biedt veel stabiliteit en controle met zijn betrouwbare schijfremmen.
https://www.coureurlocal.be/wp-content/uploads/2022/03/thrive2-300x300.png;Sportief;Liv Thrive 2;999,00;De Liv Thrive, met haar stijlvolle urban looks, heeft een lichtgewicht frame. Het vlakke stuur en de D-Fuse zadelpen maken woon-werkverkeer of een plezierritje comfortabeler zonder dat de efficiëntie eronder lijdt.
https://www.coureurlocal.be/wp-content/uploads/2022/03/pragma-296-mat-zwart-300x300.png;Mountainbike;Coluer Pragma 296 29″;999,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/12/fastroad-sl-3-300x300.png;Gravel, Cross, Adventure;Giant Fastroad SL 3;999,00;Deze Giant Fastroad SL, een lichtgewicht fitnessfiets, combineert de wendbaarheid van een racefiets met het vertrouwen van een fiets met een plat stuur.
https://www.coureurlocal.be/wp-content/uploads/2021/12/tempt1-300x300.png;Mountainbike;Liv Tempt 1;999,00;Maak met de Liv Tempt je eerste uitstapje in de modder of promoveer naar meer uitdagende singeltracks.
https://www.coureurlocal.be/wp-content/uploads/2021/11/talon-29-1-zwart-300x300.png;Mountainbike;Giant Talon 29 1;999,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/flame-293-geel-300x300.png;Mountainbike;Deed Flame 293 29″;999,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/allure-rs2-300x300.png;Stads-, Toerfietsen;Liv Allure RS 2;949,00;De Liv Allure RS heeft reen uiterst licht aluminium frame, een derailleurversnelling, hydraulische schijfremmen en een MIK-achterdrager.
https://www.coureurlocal.be/wp-content/uploads/2022/03/anytour-RS2-300x300.png;Citybike;Giant Anytour RS 2;949,00;De Giant Anytour RS heeft een uiterst licht aluminium frame (Aluxx), een derailleurversnelling, hydraulische schijfremmen en een MIK-achterdrager.
https://www.coureurlocal.be/wp-content/uploads/2022/03/snake-bl-300x300.png;Mountainbike;MBM Snake 29″;949,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/12/avail-2-300x300.png;Racefiets;Liv Avail 2;949,00;De Liv Avail is licht en comfortabel.
https://www.coureurlocal.be/wp-content/uploads/2021/12/contend-2-300x300.png;Racefiets;Giant Contend 2;949,00;Soepele en snelle bike. Deze veelzijdige aluminium Giant Contend is vernieuwd om allround rijcomfort te kunnen geven. Het is de perfecte keuze om je te helpen het tempo te verhogen, meer kilometers te rijden en jouw rijervaring op de weg te verbeteren.
https://www.coureurlocal.be/wp-content/uploads/2021/11/talon-29-0-300x300.png;Mountainbike;Giant Talon 29 0;1 099,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/12/rove-2-300x300.png;Stads-, Toerfietsen;Liv Rove 2;899,00;De Liv Rove is de ideale keuze voor zowel verharde als onverharde wegen. Deze veelzijdige fiets biedt veel stabiliteit en controle met zijn betrouwbare schijfremmen.
https://www.coureurlocal.be/wp-content/uploads/2021/12/roam-disc-2-300x300.png;Gravel, Cross, Adventure;Giant Roam Disc 2;899,00;De Giant Roam Disc is de perfecte keuze voor elk soort terrein. Gladde wegen, ruwe wegen, zandpaden of trails: de Roam Disc houdt je op een comfortabele in beweging.
https://www.coureurlocal.be/wp-content/uploads/2021/12/tempt2-300x300.png;Mountainbike;Liv Tempt 2;899,00;Maak met de Liv Tempt je eerste uitstapje in de modder of promoveer naar meer uitdagende singeltracks.
https://www.coureurlocal.be/wp-content/uploads/2021/11/talon-29-2-knight-shield-300x300.png;Mountainbike;Giant Talon 29 2;764,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/04/thule-easyfold-XT3-300x300.png;Accessoires;Thule EasyFold XT 3;899,00;De Thule EasyFold XT 3 is een volledig opvouwbare, compacte en gemakkelijk te gebruiken fietsendrager voor op de trekhaak voor alle soorten fietsen (ook e-bikes en zware mountainbikes). Zet je fietsen vast op de fietsendrager en je fietsendrager op de trekhaak (inclusief sloten). Maak het jezelf nog gemakkelijker met een oprijgoot t.w.v. € 56.
https://www.coureurlocal.be/wp-content/uploads/2023/01/Escape-city-disc-1-300x300.png;Stads-, Toerfietsen;Giant Escape City Disc 1;899,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-dame-cs-1.png-300x300.png;Stads-, Toerfietsen;Giant Attend CS 1;849,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-heer-cs-1-300x300.png;Stads-, Toerfietsen;Giant Attend CS 1;849,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2021/01/flame-294-antr-zw-300x300.png;Mountainbike;Deed Flame 294 29″;849,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/02/achielle-omer-300x300.png;Stads-, Toerfietsen;Achielle Omer;835,00;De Achielle Omer is een unisize én unisex fiets met een uniek handgemaakt frame. Zowel voor hem als voor haar en zo gemaakt dat het voor kleine en grote mensen past. De Achielle Omer  is verkrijgbaar in een verschillende kleuren. Twijfel je over de kleur? Je kan alle kleuren zien bij Coureur Local.
https://www.coureurlocal.be/wp-content/uploads/2022/03/liv-alight-300x300.png;Stads-, Toerfietsen;Liv Alight Disc;799,00;De Liv Alight is uitgerust met spatborden, bagagedrager en een praktisch frame.
https://www.coureurlocal.be/wp-content/uploads/2021/12/rove-3-300x300.png;Stads-, Toerfietsen;Liv Rove 3;799,00;De Liv Rove is de ideale keuze voor zowel verharde als onverharde wegen. Deze veelzijdige fiets biedt veel stabiliteit en controle met zijn betrouwbare schijfremmen.
https://www.coureurlocal.be/wp-content/uploads/2021/12/roam-disc-3-300x300.png;Gravel, Cross, Adventure;Giant Roam Disc 3;799,00;De Giant Roam Disc is de perfecte keuze voor elk soort terrein. Gladde wegen, ruwe wegen, zandpaden of trails: de Roam Disc houdt je op een comfortabele in beweging.
https://www.coureurlocal.be/wp-content/uploads/2021/01/bimas-transporter-300x300.png;Stads-, Toerfietsen;Bimas Transporter;799,00;Aluminium kader, 3 vit Shimano rollerbrake, voorpakdrager, Selle Royal Drifter zadel, Shimano stuurslot, CST Zeppelin banden, gesloten Hesling kettingkast.
https://www.coureurlocal.be/wp-content/uploads/2021/01/bimas-transporter-man-300x300.png;Stads-, Toerfietsen;Bimas Transporter;799,00;Aluminium kader, 3 vit Shimano rollerbrake, voorpakdrager, Selle Royal Drifter zadel, Shimano stuurslot, CST Zeppelin banden, gesloten Hesling kettingkast.
https://www.coureurlocal.be/wp-content/uploads/2020/11/triple-X-1-charchoal-300x300.png;Stads-, Toerfietsen;Giant Triple X 1;799,00;De Giant Triple X is een praktische en robuuste transportfiets. Deze fiets is ontworpen om comfortabele en plezierige ritten te maken, dwars door de stad met je boodschappen, naar school of werk of gewoon voor een plezierritje. De Triple X heeft het typische retro en moderne design waarmee je gezien kan worden.
https://www.coureurlocal.be/wp-content/uploads/2020/11/flux-2-smart-300x300.png;Accessoires;Tacx FLUX 2 Smart Fietstrainer;799,00;"De Tacx Flux 2 Smart slimme fietstrainer geeft je een verbeterd rijgevoel en nauwkeurigere vermogensmetingen. Het biedt alles wat je nodig hebt voor een aangename en efficiënte indoortrainingssessie.

kan sprints tot 2000 Watt aan
hellingen tot 16%
Meet je vermogen tot binnen 2,5%
compatibel met Zwift, Tacx…

Tijdelijk met gratis HRM Dual (t.w.v. €70), Tacx trainer mat (t.w.v. 70) en 6 maanden subscription. Zolang voorraad strekt."
https://www.coureurlocal.be/wp-content/uploads/2021/12/tempt3-300x300.png;Mountainbike;Liv Tempt 3 GE;799,00;Maak met de Liv Tempt je eerste uitstapje in de modder of promoveer naar meer uitdagende singeltracks.
https://www.coureurlocal.be/wp-content/uploads/2021/11/talon-3-metallic-black-300x300.png;Mountainbike;Giant Talon 3 GE;799,00;Deze aluminium hardtail heeft je gevoel voor het parcours met een uitgebalanceerd, zelfverzekerd rijgedrag en een comfortabele verende voorvork. Verkrijgbaar met 29 of 27.5 inch wielen.
https://www.coureurlocal.be/wp-content/uploads/2019/05/easyfold2-300x300.jpg;Accessoires;Thule EasyFold XT 2;799,00;De Thule EasyFold XT 2 is een volledig opvouwbare, compacte en gemakkelijk te gebruiken fietsendrager voor op de trekhaak voor alle soorten fietsen (dus ook geschikt voor 2 e-bikes). Zet je fietsen vast op de fietsendrager en je fietsendrager op de trekhaak (inclusief sloten). Maak het jezelf nog gemakkelijker met een oprijgoot t.w.v. € 56,00.
https://www.coureurlocal.be/wp-content/uploads/2021/02/achielle-saar-300x300.png;Stads-, Toerfietsen;Achielle Saar;785,00;De Achielle Sam & Saar zijn  heel bijzondere fietsen, gestript tot het minimum, geïnspireerd op een pistefiets van de jaren 30 (pathracer) maar met de nodige aanpassingen voor de stad. Vanaf € 785.
https://www.coureurlocal.be/wp-content/uploads/2021/03/thule-velospace-3-300x300.png;Accessoires;Thule VeloSpace XT 3;779,00;De Thule VeloSpace XT 3 is een veelzijdige fietsendrager voor alle soorten fietsen, van e-bikes en fatbikes tot kleine kinderfietsen. Het laadvermogen kan worden vergroot naar 4 fietsen door een Thule VeloSpace XT Bike Adapter (€175) toe te voegen.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-dame-rs-1-300x300.png;Stads-, Toerfietsen;Giant Attend RS 1;749,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-heer-rs-1-300x300.png;Stads-, Toerfietsen;Giant Attend RS 1;749,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-dame-cs-2-300x300.png;Stads-, Toerfietsen;Giant Attend CS 2;749,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-heer-cs-2-300x300.png;Stads-, Toerfietsen;Giant Attend CS 2;749,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2019/06/E18S-max-300x300.png;E-step;Elektrische step Pro E18S Max (basket);749,00;Met deze elektrische scooter geraak je vlot van de ene bestemming naar de andere. Het mandje is handig voor je boodschappen, handtas of rugzak.
https://www.coureurlocal.be/wp-content/uploads/2019/02/achielle_arthur_olive-grey-300x300.jpg;Stads-, Toerfietsen;Achielle Arthur;749,00;In tegenstelling tot de rest van het gamma van Achielle is de Arthur een vaste configuratie, beschikbaar in een beperkt aantal kleuren. Deze fiets is dan ook uit voorraad leverbaar. Keuze uit 3 (€ 749) of 8 (€ 979)versnellingen.
https://www.coureurlocal.be/wp-content/uploads/2019/01/alice-300x300.png;Stads-, Toerfietsen;Achielle Alice;749,00;In tegenstelling tot de rest van het gamma van Achielle is de Alice een vaste configuratie, beschikbaar in verschillende kleuren. Deze fiets is dan ook uit voorraad leverbaar. Keuze uit 3 (€ 749) of 8 (€ 979)versnellingen.
https://www.coureurlocal.be/wp-content/uploads/2019/01/starlight-28-cyclocross-300x300.png;Gravel, Cross, Adventure;Starlight 28″ cyclocross;745,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/10/stp-24-300x300.png;Kinderen;Giant STP 24″;699,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-dame-rs-2-300x300.png;Stads-, Toerfietsen;Giant Attend RS 2;699,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-heer-rs-2-300x300.png;Stads-, Toerfietsen;Giant Attend RS 2;699,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-dame-cs-3-300x300.png;Stads-, Toerfietsen;Giant Attend CS 3;699,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-heer-cs-3-300x300.png;Stads-, Toerfietsen;Giant Attend CS 3;699,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/01/Tacx-300x300.png;Accessoires;Tacx FLUX S Smart Fietstrainer;699,00;"Op zoek naar een slimme direct drive trainer? De Tacx Flux S Smart is het ideale indoor trainingstoestel – gemaakt om je te laten zweten tijdens het fietsen met je favoriete apps.
Tijdelijk met gratis HRM Dual (t.w.v. €70), Tacx trainer mat (t.w.v. 70) en 6 maanden subscription. Zolang voorraad strekt."
https://www.coureurlocal.be/wp-content/uploads/2021/12/tempt3-1-300x300.png;Mountainbike;Liv Tempt 3;699,00;Maak met de Liv Tempt je eerste uitstapje in de modder of promoveer naar meer uitdagende singeltracks.
https://www.coureurlocal.be/wp-content/uploads/2021/11/talon-3-599-300x300.png;Mountainbike;Giant Talon 3;699,00;Deze aluminium hardtail heeft je gevoel voor het parcours met een uitgebalanceerd, zelfverzekerd rijgedrag en een comfortabele verende voorvork. Verkrijgbaar met 29 of 27.5 inch wielen.
https://www.coureurlocal.be/wp-content/uploads/2019/05/velospace-300x300.jpg;Accessoires;Thule VeloSpace XT 2;679,00;De Thule VeloSpace XT 2 is een veelzijdige fietsendrager voor alle soorten fietsen, van e-bikes en fatbikes tot kleine kinderfietsen. Zet je fietsen vast op de fietsendrager en je fietsendrager op de trekhaak (inclusief sloten).
https://www.coureurlocal.be/wp-content/uploads/2021/01/flame-295-zw-wit-geel-300x300.png;Mountainbike;Deed Flame 295 29″;675,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/ascent-rood-300x300.png;Mountainbike;Coluer Ascent 293 29″;669,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2023/01/raleigh-chester-21versn-300x300.png;Stads-, Toerfietsen;Raleigh Chester 21 versn;649,00;Stevige fiets, perfect om dagelijks mee naar school of naar het werk te fietsen. Deze versie in mat zwart heeft 21 versnellingen Shimano Acera X STI. Verende zadelpen en verstelbare stuurpen. Verkrijgbaar in verschillende kaderhoogtes.
https://www.coureurlocal.be/wp-content/uploads/2023/01/raleigh-chester-heer-300x300.png;Stads-, Toerfietsen;Raleigh Chester 21 versn;649,00;Stevige fiets, perfect om dagelijks mee naar school of naar het werk te fietsen. Deze versie in mat zwart heeft 21 versnellingen Shimano Acera X STI. Verende zadelpen en verstelbare stuurpen. Verkrijgbaar in verschillende kaderhoogtes.
https://www.coureurlocal.be/wp-content/uploads/2019/01/leon-300x300.png;Kinderen;Achielle Leon 24″;630,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/achielle-leonie-300x300.png;Kinderen;Achielle Leonie 24″;630,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/quarx-rood-300x300.png;Mountainbike;MBM Quarx 29″;629,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/10/stp-20-300x300.png;Kinderen;Giant STP 20″;629,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/01/opafiets-300x300.png;Stads-, Toerfietsen;Achielle Ashington Opafiets;615,00;De Achielle Ashington is de typische opafiets met net dat tikkeltje meer. Ashington staat voor kwalitatief opgebouwde oma- en opafietsen, standaard afgemonteerd met sterke RVS velgen. Je hebt een Achielle Ashington Opafiets vanaf € 550.
https://www.coureurlocal.be/wp-content/uploads/2022/03/amantea-heer-300x300.png;Stads-, Toerfietsen;Amantea;599,00;Trekking model met curved frame en 24 versnellingen Shimano Acera X STI, Shimano hydraulische schijfremen en verende voorvork. Deze fiets is verkrijgbaar in verschillende kaderhoogtes.
https://www.coureurlocal.be/wp-content/uploads/2021/01/amantea-1-300x300.png;Stads-, Toerfietsen;Amantea;599,00;Trekking model met curved frame en 24 versnellingen Shimano Acera X STI, Shimano hydraulische schijfremen en verende voorvork. Deze fiets is verkrijgbaar in verschillende kaderhoogtes.
https://www.coureurlocal.be/wp-content/uploads/2021/01/amantea-heer-300x300.png;Stads-, Toerfietsen;Amantea City;599,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-dame-rs-3-300x300.png;Stads-, Toerfietsen;Giant Attend RS 3;599,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2020/08/attend-heer-rs-3-300x300.png;Stads-, Toerfietsen;Giant Attend RS 3;599,00;De Giant Attent, de sportieve, praktische én betaalbare fiets.
https://www.coureurlocal.be/wp-content/uploads/2021/01/amantea-300x300.png;Stads-, Toerfietsen;Amantea City;599,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/flame-296-antr-zw-300x300.png;Mountainbike;Deed Flame 296 29″;599,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Taranto-dame-300x300.png;Stads-, Toerfietsen;Lombardo Taranto;569,00;7 versnellingen Shimano Acera X Revoshift, Shimano naafdynamo DH-3N31-QR (6V-3,0W), AXA Echo 15 Lux halogeen koplicht, reflecterende banden, verstevigde aluminium pakdrager, aluminium zadelpen, AXA Solid-slot en verstelbare stuurpen.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Taranto-heer-300x300.png;Stads-, Toerfietsen;Lombardo Taranto;569,00;7 versnellingen Shimano Acera X Revoshift, Shimano naafdynamo DH-3N31-QR (6V-3,0W), AXA Echo 15 Lux halogeen koplicht, reflecterende banden, verstevigde aluminium pakdrager, aluminium zadelpen, AXA Solid-slot en verstelbare stuurpen.
https://www.coureurlocal.be/wp-content/uploads/2020/11/mozia-275-300x300.png;Mountainbike;Lombardo Mozia 27,5″;569,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/touch-groen-300x300.png;Stads-, Toerfietsen;Touch;539,00;Retrolook met 3 versnellingen.
https://www.coureurlocal.be/wp-content/uploads/2019/12/touch-heer-300x300.png;Stads-, Toerfietsen;Touch;539,00;Retrolook met 3 versnellingen.
https://www.coureurlocal.be/wp-content/uploads/2023/01/snap-300x300.png;Stads-, Toerfietsen;Snap plooifiets;535,00;De plooifiets Snap heeft een gestroomlijnd aluminium kader, 7 versnellingen Shimano Tourney STI en Shimano mechanische schijfremmen. Vernieuwde model vouwfiets!
https://www.coureurlocal.be/wp-content/uploads/2021/12/xtc-jr-24-300x300.png;Kinderen;Giant XTC jr 24″;529,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/maui-matzwart-300x300.png;Stads-, Toerfietsen;Maui cruiser;499,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/maui-mat-zand-300x300.png;Stads-, Toerfietsen;Maui cruiser;499,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
