Afbeeldingen;Categorieën;Naam;Prijs;Beschrijving
https://www.coureurlocal.be/wp-content/uploads/2020/03/step-grafitti-300x300.png;Kinderen;Stuntstep JD Bug TC 119;89,00;"Deze step / stuntscooter is het perfecte cadeau voor sportieve types die van actie houden en graag buiten zijn. Ideaal voor op het skatepark of gewoon voor op straat. Voetrem op achterwiel. Vast en versterkt aluminium stuur
Aanbevolen vanaf 7 jaar."
https://www.coureurlocal.be/wp-content/uploads/2019/06/Basil-Miles-300x300.png;Accessoires;Bagagedragertas Basil Miles Trunkbag MIK;85,00;De Basil Miles Trunkbag is een sportieve bagagedragertas voor zowel mannen als vrouwen. Met de voorgemonteerde MIK-adapterplaat bevestig je in 1 seconde je trunkbag op je MIK-bagagedrager.De inhoud van de tas is 7 liter
https://www.coureurlocal.be/wp-content/uploads/2020/11/regalo-300x300.png;Giant Gear, Fietskledij;Liv Regalo raceschoenen;80,00;"Deze Liv Regalo raceschoenen hebben volgende eigenschappen:



ForceDriveTM nylon outsole gives entry to clipless pedal-level riders optimized stiffness for better power transfer
Streamlined tread keeps things light
Anti-slip studs in front, middle and rear of outsole provide enhanced walking ability
AIRSTREAMTM 4-vent Cooling System produce an airflow effect that works in conjunction with the honeycomb air mesh fiber on the upper, resulting in a complete cooling system
Last optimizes comfort and fit during on-road cycling
Three large Velcro straps provide easy, infinite adjustment
A two- or three-bolt cleat pattern fits any pedal style
Light TransTextura PlusTM anti-odor breathable sockliner
Air mesh tongue
Durable and breathable synthetic upper material with soft mesh collar and lining
SPD and SPD SL Cleat compatibility"
https://www.coureurlocal.be/wp-content/uploads/2020/11/youn-I-ace-rosé-gold-300x300.png;Accessoires;Helm Abus Youn-I ACE;75,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/windbreaker-300x300.png;Giant Gear, Fietskledij;Windbreaker Coureur Local;75,00;De windbreaker van Coureur Local is een musthave voor elke wielrenner. Zijn trendy look, gecombineerd met mesh-rugpaneel voor een betere pasvorm en ademend vermogen, zorgen ervoor dat je dit dagelijks zal gebruiken in elk seizoen. De windbreaker heeft een speciaal ontworpen achterzak waarin je hem eenvoudig kan opbergen. Het is van hoogwaardige kwaliteit, merk Bodhi. Korting voor teamleden.
https://www.coureurlocal.be/wp-content/uploads/2019/09/basil-sport-design-300x300.jpg;Accessoires;Fietstas Basil dubbele tas Sport Design;75,00;"De Basil Sport Design is een dubbele fietstas voor achterop een dames- of herenfiets. De stijlvolle fietstassen zijn verkrijgbaar in het zwart.
Volume: 17 x 2 = 34 l"
https://www.coureurlocal.be/wp-content/uploads/2019/01/miles-daypack-bruin-grijs-300x300.png;Accessoires;Fietsrugzak Basil Miles Daypack;75,00;"De Basil Miles Daypack is een waterdichte fietstas voor achterop met Hook-On System, reflectiedetails en binnenvoering. Je gebruikt de tas als fietstas, maar ook als schoudertas of rugzak. De LED-verlichting aan de voorzijde van de tas (Nordlicht Technology) zorgt voor extra veiligheid.

Volume: 17 l"
https://www.coureurlocal.be/wp-content/uploads/2020/11/abus-aduro-2.0-metallic-copper-300x300.png;Accessoires;Helm Abus Aduro 2.0;70,00;De Abus Aduro 2.0 fietshelm van ABUS is de perfecte begeleider bij het fietsen door de stad. Veilig, individueel aanpasbaar en bijzonder comfortabel.
https://www.coureurlocal.be/wp-content/uploads/2020/11/recon-HL500-TL100-300x300.png;Giant Gear, Fietskledij;Giant Recon HL 500 & TL 100 combo;65,00;"Headlight:
Lumens and runtime certified to the ANSI-Standard
Focused optics with side light design for over 270 degrees visibility
Heat-dissipating CNC-machined aluminum structure
Power status indicator can let you know how much run-time to go before powering off
Includes adjustable GoPro mount

 

Tailight:
Maximum output to 100 lumens
ANSI-Standard certified lumen output and runtime
Water proof to IPX7 standard
Disperse optics with side light design for over 180-degrees of visibility
Power status indicator alerts remaining run-time before powering off
Light memory mode
Compatible with saddle rail mount, providing optimal angle for visibility"
https://www.coureurlocal.be/wp-content/uploads/2020/09/volare-blauw-300x300.png;Eerste Fietsjes;Volare loopfiets;65,00;Het Volare loopfietsje heeft 10” wieltjes en zachte rubberen handvatten. Het zadel is in hoogte verstelbaar. Een loopfiets helpt kinderen sneller hun evenwichtsgevoel te ontwikkelen. Vanaf 3 jaar. Verkrijgbaar in verschillende kleuren.
https://www.coureurlocal.be/wp-content/uploads/2019/06/Miles-trunkbag-300x300.png;Accessoires;Bagagedragertas Basil Miles Trunkbag;65,00;De Basil Miles Trunkbag is een bagagedragertas geschikt voor de echte sportievelingen onder ons. Door de handgrepen en afneembare schouderriem kun je de tas in de hand, maar ook als schoudertas dragen. De inhoud van de tas is 7 liter
https://www.coureurlocal.be/wp-content/uploads/2019/05/carry-all-bag-groen-300x300.png;Accessoires;Fietstas Basil Boheme Carry All Bag;65,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/02/oprijgoot-300x300.png;Accessoires;Thule EasyFold XT oprijgoot;61,00;Handige, opvouwbare oprijgoot voor het eenvoudig laden en lossen van je (elektrische) fietsen. De oprijgoot kan worden geïntegreerd in de fietsendrager zodat hij gemakkelijk op te bergen is wanneer hij niet gebruikt wordt
https://www.coureurlocal.be/wp-content/uploads/2019/12/youn-i-neon-yellow-300x300.png;Accessoires;Kinderhelm Abus Youn-I Neon Yellow;60,00;"De Abus Youn-I scoort met het eenvoudige en modebewuste ontwerp en is speciaal ontwikkeld voor de jonge fietser. Verkrijgbaar in verschillende kleurencombinaties.
Verkrijgbaar in S (hoofdomtrek 48-54 cm) | M (hoofdomtrek 52-57 cm)"
https://www.coureurlocal.be/wp-content/uploads/2020/04/mount-z-300x300.png;Accessoires;Kinderhelm Abus MountZ;60,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/02/youn-I-cherry-heart-300x300.png;Accessoires;Kinderhelm Abus Youn-I veelkleurig;60,00;De Abus Youn-I scoort met het eenvoudige en modebewuste ontwerp en is speciaal ontwikkeld voor de jonge fietser. Verkrijgbaar in verschillende kleurencombinaties.
https://www.coureurlocal.be/wp-content/uploads/2019/02/youn-I-sparkling-green-300x300.png;Accessoires;Kinderhelm Abus Youn-I effen;60,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/02/abus-aduro-2.1-zilver-300x300.png;Accessoires;Helm Abus Aduro 2.1;60,00;De Aduro 2.1 is een sportieve helm voor dagelijks gebruik met een buitengewoon goed draagcomfort. De uitstekende ventilatie zorgt voor een aangenaam gevoel op de fiets. Keuze uit verschillende mooie kleuren!
https://www.coureurlocal.be/wp-content/uploads/2019/02/abus-aduro-2.1-300x300.png;Accessoires;Helm Abus Aduro 2.1;60,00;De Aduro 2.1 is een sportieve helm voor dagelijks gebruik met een buitengewoon goed draagcomfort. De uitstekende ventilatie zorgt voor een aangenaam gevoel op de fiets. Keuze uit verschillende mooie kleuren!
https://www.coureurlocal.be/wp-content/uploads/2019/01/mand-basil-300x300.png;Accessoires;Mand Basil Denton;45,00;Deze transportfietsmand past perfect op alle fietsen met een pakdrager vooraan. Boodschappen vervoeren is geen probleem meer voor jou!
https://www.coureurlocal.be/wp-content/uploads/2021/02/basil-forte-300x300.jpg;Accessoires;Fietstas Basil dubbele tas Forte;54,00;Met de ruime Basil Forte double bag heb je met een inhoud van 35 liter altijd genoeg ruimte bij je voor al jouw boodschappen. Deze stevige tassen zijn uitgevoerd in het zwart.
https://www.coureurlocal.be/wp-content/uploads/2020/09/basil-go-300x300.png;Accessoires;Fietstas Basil dubbele tas Go;53,00;"De Basil Go is een dubbele fietstas voor achterop een dames- of herenfiets. De stijlvolle fietstassen zijn verkrijgbaar in het zwart of grijs.
Volume: 16 x 2 = 32 l"
https://www.coureurlocal.be/wp-content/uploads/2019/01/Basil-Mara-XXL-300x300.png;Accessoires;Fietstas Basil dubbele tas Mara XXXL zwart;53,00;"De Basil Mara is een dubbele fietstas in een zwarte uitvoering. Deze stijlvolle fietstas is geschikt bevestiging aan de bagagedrager van een dames- of herenfiets.
Volume: 52 l (2 x 26 l)"
https://www.coureurlocal.be/wp-content/uploads/2021/02/basil-urban-load-300x300.jpg;Accessoires;Fietstas Basil dubbele tas Urban Load;53,00;"Deze Basil Urban Load tas is een dubbele waterbestendige fietstas voor achterop de fiets met een ruime inhoud tot 53 liter, het Basil Universal Bridge System en reflectiedetails.
Volume: 53 l (2x 26,5 l)"
https://www.coureurlocal.be/wp-content/uploads/2020/11/macator-steel-blue-300x300.png;Accessoires;Helm Abus Macator;50,00;De Abus Macator is een instaphelm voor alle fietsers die een uitstekende allround helm willen gebruiken. Geschikt voor bijna alle routes en situaties. De Macator heeft een comfortabele vulling en een zeer goede ventilatie. De helm is verkrijgbaar in vele opvallende, lichte kleuren.
https://www.coureurlocal.be/wp-content/uploads/2020/11/recon-HL100-TL100.png-300x300.png;Giant Gear, Fietskledij;Giant Recon HL 100 & TL 100 combo;50,00;"Maximum output to 100 lumens
ANSI-Standard certified lumen output and runtime
Water proof to IPX7 standard
Disperse optics with side light design for over 180-degrees of visibility
Power status indicator alerts remaining run-time before powering off
Light memory mode
Compatible with Rev Comp, Compel, Roost and Prompt series helmets
Compatible with saddle rail mount, providing optimal angle for visibility"
https://www.coureurlocal.be/wp-content/uploads/2020/06/basil-city-shopper-grijs-300x300.jpg;Accessoires;Fietstas Basil enkele tas City Shopper grijs;50,00;De Basil City Shopper is een modieuze fietsshopper die je moét hebben! Met een inhoud van 14 tot 16 liter kan je je aankopen makkelijk bij je dragen of snel aan je bagagedrager hangen.
https://www.coureurlocal.be/wp-content/uploads/2020/04/basil-city-shopper-300x300.png;Accessoires;Fietstas Basil enkele tas City Shopper;50,00;De Basil City Shopper is een modieuze fietsshopper die je moét hebben! Met een inhoud van 14 tot 16 liter kan je je aankopen makkelijk bij je dragen of snel aan je bagagedrager hangen.
https://www.coureurlocal.be/wp-content/uploads/2020/01/flex-300x300.png;Accessoires;Fietsrugzak Basil Flex Backpack;50,00;"De Basil Flex Backpack is een fietstas en rugzak in één. Deze trendy fietsrugtas bevestig je eenvoudig aan je bagagedrager van je (elektrische) fiets.
Volume: 17 l"
https://www.coureurlocal.be/wp-content/uploads/2019/01/basil-dorset-grijs-300x300.png;Accessoires;Mand Basil Dorset;43,00;Deze transportfietsmand past perfect op alle fietsen met een pakdrager vooraan. Boodschappen vervoeren is geen probleem meer voor jou!
https://www.coureurlocal.be/wp-content/uploads/2019/01/jd-bug-junior-blauw-300x300.png;Kinderen;Stuntstep JD Bug junior;50,00;"Stevige en goed rijdende step / stuntscooter. In hoogte verstelbaar en gemakkelijk opvouwbaar. Voetrem op achterwiel.
Aanbevolen vanaf 4 jaar.
Verkrijgbaar in mat zwart, mat rood, mat paars, mat blauw, mat roze en mat lichtblauw."
https://www.coureurlocal.be/wp-content/uploads/2021/02/urban-load-zwart-300x300.jpg;Accessoires;Fietstas Basil dubbele tas Urban Load zwart;48,00;"Deze Basil Urban Load tas is een dubbele waterbestendige fietstas voor achterop de fiets met een ruime inhoud tot 53 liter, het Basil Universal Bridge System en reflectiedetails.
Volume: 53 l (2x 26,5 l)"
https://www.coureurlocal.be/wp-content/uploads/2019/02/scraper-kid-or-300x300.png;Accessoires;Kinderhelm Abus Scraper 3.0;45,00;Ben je van het stoerdere type? Dan is deze Abus Scraper Kid 3.0 zeker iets voor jou! Ideaal voor op een step, wave- of skateboard, met inline skates, op je BMX of gewoon voor op je fiets. Een stevige, robuuste helm.
https://www.coureurlocal.be/wp-content/uploads/2020/04/thule-yepp-mini-windscherm-300x300.png;Accessoires;Thule Yepp Mini windscherm;43,00;Het Thule Yepp Mini windscherm is gemaakt van helder, stevig en volledig transparant materiaal en schermt je kind af tegen wind en insecten.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Basil-Mara-XXL-300x300.png;Accessoires;Fietstas Basil dubbele tas Mara XXL zwart;43,00;"De Basil Mara is een dubbele fietstas in een zwarte uitvoering. Deze stijlvolle fietstas is geschikt bevestiging aan de bagagedrager van een dames- of herenfiets.
Volume: 40 l (2 x 20 l)"
https://www.coureurlocal.be/wp-content/uploads/2019/02/smiley-2.0-300x300.png;Accessoires;Kinderhelm Abus Smiley 2.1;40,00;De Abus Smiley 2.1 is de perfecte helm voor peuters met zijwielen of voor een rit in het kinderzitje op de fiets bij mama of papa. Door de enigszins afgeplatte achterkant van de helm zitten de kindjes comfortabel en ontspannen in het kinderzitje. Het achterlicht en de grote reflector bieden extra veiligheid.
https://www.coureurlocal.be/wp-content/uploads/2020/11/proshield-shoe-cover-300x300.png;Giant Gear, Fietskledij;Giant Proshield shoe cover black;40,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Basil-wanderlust-wit-300x300.png;Accessoires;Fietstas Basil dubbele tas Wanderlust;40,00;"De Basil Wanderlust Double Bag is een dubbele zwarte of witte fietstas met vrolijke vogelprint voorzien van waterafstotend materiaal, kliksluitingen en reflectiedetails.
Volume: 35 l (2 x 17,5 l)"
https://www.coureurlocal.be/wp-content/uploads/2019/01/tour-elegance-left-zwart-zilver-300x300.png;Accessoires;Fietstas Basil Tour enkele tas links;39,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/01/tour-elegance-right-zwart-300x300.png;Accessoires;Fietstas Basil Tour enkele tas rechts;39,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/05/wanderlust-rood-300x300.jpg;Accessoires;Fietstas Basil Wanderlust Carry All Bag;38,00;"De Basil Wanderlust Carry All Bag is een trendy fietshandrtas met een vrolijke vogeprint voor achterop. Je kan de tas gemakkelijk op en afhaken met het handig Hook-On System. De tas bestaat uit waterafstotend materiaal en heeft reflectiedetails.
Afmetingen: 39 cm x 30 cm x 30 cm (Buitenwerkse maten)
Volume: 18 l"
https://www.coureurlocal.be/wp-content/uploads/2020/11/axact-9w-300x300.png;Giant Gear, Fietskledij;Giant fietscomputer Axact 9W;35,00;"Draadloze fietscomputer
9 Functies: Speed/ Average Speed/ Maximum Speed/ Distance/ ODO/ Riding Time/ 12/24hrs Clock/ Auto Scan/ Calorie Consumption
Battery indicator
Automatische Start/ Stop/ Sleep"
https://www.coureurlocal.be/wp-content/uploads/2020/11/chill-glove-300x300.png;Giant Gear, Fietskledij;Giant Chill handschoenen;35,00;"Deze Chill handschoenen houden jou warm in de winter. Ze hebben een fijne pasvorm.



Ademend en stretching Lycra
Wind- en waterdichte handschoenen
Anti-slip op handpalm en vingers
Fijne fleece voering
Amara™ lederen voering
Neopren wind- en waterdichte sluiting
Reflecterende graphics
Smartphone-proof vingertoppen"
https://www.coureurlocal.be/wp-content/uploads/2019/02/smiley-2.0-royal-green-300x300.png;Accessoires;Kinderhelm Abus Smiley 2.0;35,00;De Abus Smiley 2.1 is de perfecte helm voor peuters met zijwielen of voor een rit in het kinderzitje op de fiets bij mama of papa. Door de enigszins afgeplatte achterkant van de helm zitten de kindjes comfortabel en ontspannen in het kinderzitje. Een grote reflector zorgt voor extra veiligheid.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Basil-Mara-XL-bloemen-1-300x300.png;Accessoires;Fietstas Basil dubbele tas Mara XL;35,00;"De Basil Mara XL is een dubbele fietstas in een zwarte uitvoering. Deze stijlvolle fietstas is geschikt bevestiging aan de bagagedrager van een dames- of herenfiets.
Volume: 35 l (2x 17,5 l)"
https://www.coureurlocal.be/wp-content/uploads/2019/01/houten-krat-willex-2-300x300.png;Accessoires;Houten krat Willex;30,00;Met deze Willex fietskrat is het gemakkelijk boodschappen en andere spullen vervoeren. Het Krat kan je gemakkelijk op de voordrager bevestigen met tie-wraps. Massief, gebeitst hout met notenbruine afwerking. 2 handgrepen.
https://www.coureurlocal.be/wp-content/uploads/2020/11/liv-vecta-seat-300x300.png;Giant Gear, Fietskledij;Liv Vecta zadeltas;30,00;"Deze Liv Vecta zadeltas heeft volgende eigenschappen:



Material: ProTextura™
Closure: Water-resistant nylon zip
Fixing: Anti-slip hook-and-loop Velcro® straps
Features: Reﬂective strip, taillight hanger, internal pocket
Medium: 1L – 130mm x 95mm x 90mm"
https://www.coureurlocal.be/wp-content/uploads/2020/11/giant-elevate-lang-handschoen-300x300.png;Giant Gear, Fietskledij;Giant Elevate lang handschoenen;30,00;"Deze Elevate handschoenen hebben volgende kenmerken:



Quick-drying, lightweight, stretchable mesh fabric with TransTextura™ technology allows fast and efficient moisture transfer
Perforated palm for enhanced breathability and strategically placed palm pads for slip-free, enhanced handlebar feel
Wiretap™ touchscreen finger tips
Soft fleece microfiber thumb inserts to wipe away sweat
Bolton thumb features ergonomic design for impeccable fit
Elastic wrist opening"
https://www.coureurlocal.be/wp-content/uploads/2020/11/supreme-liv-gloves-300x300.png;Giant Gear, Fietskledij;Liv Supreme handschoenen;30,00;"Deze Liv Supreme handschoenen houden jou warm in de winter. Ze hebben een fijne pasvorm.



TransTexturaTM fabric
4-way stretch mesh on back and gussets — highly breathable, extremely light and non-restrictive
Longer wrist closure uses elastic instead of Velcro for a secure fit
Pre-curved thumb construction for ideal fit and mobility
Tip Tech™ smart phone operable finger tips"
https://www.coureurlocal.be/wp-content/uploads/2020/11/chill-glove-300x300.png;Giant Gear, Fietskledij;Liv Hearty handschoenen;30,00;"Deze Liv Hearty winterhandschoenen houden jou warm in de winter. Ze hebben een fijne pasvorm.



Ademend en stretching Lycra
Verlengde pols voor bescherming tegen de kou
Siliconen op handpalm en vingers voor all-weather grip
TipTech™ smartphone bedienbaar
Reflecterende accenten"
https://www.coureurlocal.be/wp-content/uploads/2020/11/zadeltas-300x300.png;Giant Gear, Fietskledij;Giant zadeltas;25,00;"Riemen met haak en lus voor stevige bevestiging
Reflecterende strip en achterlichthanger voor optimale zichtbaarheid
Interne gaasopbergvakken
ProTextura™ waterbestendig nylon en rits"
https://www.coureurlocal.be/wp-content/uploads/2020/11/muts-calda-300x300.png;Giant Gear, Fietskledij;Giant Caldo Balaclava;30,00;"ThermTextura fleece materiaal houdt het gezichts, de oren en nek warm
Stretching materiaal past zich aan aan jouw gezicht
Reflecterende accenten bieden extra zichtbaarheid"
https://www.coureurlocal.be/wp-content/uploads/2019/01/Basil-urban-s-300x300.png;Accessoires;Fietstas Basil dubbele tas Urban Load S;30,00;"De Basil Urban Load is een regenbestendige dubbele fietstas voor achterop de fiets met het Basil Universal Bridge systeem.
Volume: 25 l (2x 12,5 l)"
https://www.coureurlocal.be/wp-content/uploads/2019/01/Basil-Mara-XL-zwart-300x300.png;Accessoires;Fietstas Basil dubbele tas Mara XL zwart;30,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/giant-elevate-kort-handschoen-300x300.png;Giant Gear, Fietskledij;Giant Elevate kort handschoenen;25,00;"Deze Elevate handschoenen hebben volgende kenmerken:



Lightweight, stretchable mesh fabric with TransTextura™ technology allows moisture transfer and quick drying
Perforated palm for enhanced breathability and strategically placed palm pads for slip-free, enhanced handlebar feel
Soft fleece microfiber thumb inserts to wipe away sweat
Bolton thumb features ergonomic design for impeccable fit
Elastic wrist opening"
https://www.coureurlocal.be/wp-content/uploads/2020/11/chill-lite-300x300.png;Giant Gear, Fietskledij;Giant Chill Lite handschoenen;25,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/calda-pet-300x300.png;Giant Gear, Fietskledij;Giant Caldo cycling cap;23,00;"ThermTextura fleece materiaal dat lichaamstemperatuur behoudt
Stretching materiaal past zich aan aan jouw gezicht
Reflecterende accenten bieden extra zichtbaarheid"
https://www.coureurlocal.be/wp-content/uploads/2020/11/caldo-skull-cap-300x300.png;Giant Gear, Fietskledij;Giant Skull cycling cap;20,00;"Polyester en nylon muts om onder je help te dragen
Beschermt de oren en achterhoofd tegen de wind"
https://www.coureurlocal.be/wp-content/uploads/2020/11/axact-6-300x300.png;Giant Gear, Fietskledij;Giant fietscomputer Axact 6;20,00;"Calorie consumption
Auto Start/ Sleep
12/ 24 Hrs clock
Auto scan
Current speed
Calory consumption
Trip Distance
ODO"
https://www.coureurlocal.be/wp-content/uploads/2019/02/Delight-300x300.png;Accessoires;Thule Delight;20,00;Achterlicht voor een betere zichtbaarheid en veiligheid. Gemakkelijk te monteren op achterop gemonteerde Thule-fietszitjes en Thule-fietskarren.
https://www.coureurlocal.be/wp-content/uploads/2019/01/basil-toronto-300x240.png;Fietstassen, Rugzakken, Manden;Basil Toronto kindermand;20,00;"De Basil Toronto kinderfietsmand is een fraaie ovale zwarte mand voor vaste montage voorop een kinderfiets. Geschikt voor fietsen met een wielmaat van 16 tot en 24 inch.
Met balhoofdmontageset."
https://www.coureurlocal.be/wp-content/uploads/2019/02/yepp-maxi-rain-cover-300x300.png;Accessoires;Thule Yepp Maxi Regenhoes;19,00;Beschermt je Thule Yepp Maxi kinderzitje tegen regen en vuil wanneer je het niet gebruikt
https://www.coureurlocal.be/wp-content/uploads/2019/01/Basil-Mara-XL-zwart-300x300.png;Accessoires;Fietstas Basil dubbele tas Mara zwart;19,00;"De Basil Mara is een dubbele fietstas in een zwarte uitvoering. Deze stijlvolle fietstas is geschikt bevestiging aan de bagagedrager van een dames- of herenfiets.
Volume: 26 l (2x 13 l)"
https://www.coureurlocal.be/wp-content/uploads/2019/01/basil-trento-kinderfietsmand-roze-300x300.jpg;Fietstassen, Rugzakken, Manden;Basil Trento kindermand;19,00;"De Basil Trento kinderfietsmand is een vrolijke roze fietsmand geschikt voor kinderfietsen met 12 tot 16 inch wielen.
Met balhoofdmontageset."
https://www.coureurlocal.be/wp-content/uploads/2021/01/coureur-local-buff-300x300.png;Giant Gear, Fietskledij;Buff Coureur Local;17,00;De buff van Coureur Local kan onder andere gedragen worden als muts, masker, haarband, sjaal, polsband, piratenmuts, nekwarmer en balaclava. Het is van hoogwaardige kwaliteit, merk Bodhi. Korting voor teamleden.
https://www.coureurlocal.be/wp-content/uploads/2020/11/numen-combo-4-300x300.png;Giant Gear, Fietskledij;Giant Numen Combo 4;15,00;"Brightness: 20 Lumen, Lamp LED x4 (HL) / 10 Lumen, Lamp LED x5 (TL)
Farthest Lighting Distance: 30m
2 x AA (HL), 1 x AA (TL)
Lighting modes & Running Time
Numen HL
High (60hrs)
Mid (80hrs)
Flash (200hrs)
Numen TL
High (100hrs)
Mid (160hrs)
Flash (200hrs)"
https://www.coureurlocal.be/wp-content/uploads/2019/01/basil-jasmin-lila-300x300.jpg;Fietstassen, Rugzakken, Manden;Basil Jasmin kindermand;15,00;De Basil Jasmin kinderfietsmand is een ovalen mand van 28 cm x 20 cm x 19 cm voor op de kinderfiets met vrolijke grote vlinders erop ofwel een groene strik. Deze mand haak je voorop de kinderfiets en is eenvoudig vast te maken aan het stuur.  Met hengsel om de mand gemakkelijk vast te nemen.
https://www.coureurlocal.be/wp-content/uploads/woocommerce-placeholder.png;Giant Gear, Fietskledij;Sokken Coureur Local;13,00;De sokken van Coureur Local zijn geweven van Climawell, een antibacteriële stof. Deze sokken zitten lekker strak om de voeten, waardoor ze optimaal contact tussen je voeten en je schoenen mogelijk maken. Ze zijn afgewerkt met een nauwsluitende, rekbare enkelband. Het is van hoogwaardige kwaliteit, merk Bodhi. Korting voor teamleden.
https://www.coureurlocal.be/wp-content/uploads/2020/11/numen-mini-combo-300x300.png;Giant Gear, Fietskledij;Giant Numen Minni Combo;13,00;"Voorlicht: 2 LED’s met 2 standen
Achterlicht: 2 LED’s met 2 standen
Verwisselbare CR2032 batterijen
Eenvoudig te bevestigen siliconen houder
Maximale accuduur van 100 uur"
https://www.coureurlocal.be/wp-content/uploads/2020/10/giant-sokken-300x300.png;Giant Gear, Fietskledij;Giant Rival Tall sokken;10,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
